# time, noise
0.000000000000000000e+00 -5.690562539020240382e-22
4.883050930221202474e-04 5.860160568108257983e-22
9.766101860442404949e-04 1.473300475268677343e-21
1.464915279066360742e-03 2.889332904053857774e-22
1.953220372088480990e-03 -5.739910011690701167e-22
2.441525465110601020e-03 1.935515893925785736e-21
2.929830558132721485e-03 -1.327021864138813880e-21
3.418135651154841949e-03 -1.480756166599082279e-22
3.906440744176961979e-03 -3.576563463557695433e-22
4.394745837199082010e-03 -7.464354020279192245e-22
4.883050930221202041e-03 5.301848094583811617e-22
5.371356023243322939e-03 -4.128595484479032035e-22
5.859661116265442969e-03 -1.413167524844995556e-22
6.347966209287563000e-03 9.186594723457145502e-22
6.836271302309683898e-03 2.885124855600450682e-22
7.324576395331803928e-03 4.347554010929084140e-22
7.812881488353923959e-03 -8.140478661691122982e-23
8.301186581376044857e-03 3.881142458570088782e-22
8.789491674398164020e-03 -1.123395586481810423e-21
9.277796767420284918e-03 -8.466598829158395012e-22
9.766101860442404081e-03 -4.290911470644288700e-22
1.025440695346452498e-02 2.469247521639060725e-22
1.074271204648664588e-02 -2.928642707309088256e-22
1.123101713950876504e-02 -8.079682314786592802e-22
1.171932223253088594e-02 7.755859950774508527e-22
1.220762732555300684e-02 8.064251965232129443e-22
1.269593241857512600e-02 -7.579578756069568844e-22
1.318423751159724690e-02 5.796668970830495121e-22
1.367254260461936780e-02 2.208264264574298691e-22
1.416084769764148696e-02 -5.169454553315741512e-23
1.464915279066360786e-02 2.120862842012070861e-22
1.513745788368572702e-02 1.908707003554683127e-22
1.562576297670784792e-02 3.956547111785201300e-23
1.611406806972996708e-02 6.304664822839397283e-22
1.660237316275208971e-02 -2.921430116349786276e-22
1.709067825577420888e-02 -4.921880135938369931e-22
1.757898334879632804e-02 -9.382071956713756563e-23
1.806728844181845067e-02 1.919207731013453048e-22
1.855559353484056984e-02 1.054166941161642202e-21
1.904389862786268900e-02 7.113469172685852990e-22
1.953220372088480816e-02 8.492519428321886673e-23
2.002050881390693080e-02 6.899856497537993371e-22
2.050881390692904996e-02 1.279143102372290937e-21
2.099711899995116912e-02 -4.185574797196957475e-22
2.148542409297329175e-02 -1.228038210093912118e-21
2.197372918599541092e-02 5.894042786502766977e-22
2.246203427901753008e-02 -3.358998700118064473e-22
2.295033937203965271e-02 4.647043910719159750e-22
2.343864446506177188e-02 3.244471578920057378e-22
