# time, data
0.000000000000000000e+00 -5.537474448185880752e-22
4.882812500000000000e-04 6.012233329406012757e-22
9.765625000000000000e-04 1.488277830058261456e-21
1.464843750000000000e-03 3.035545346759100683e-22
1.953125000000000000e-03 -5.598491090529138666e-22
2.441406250000000000e-03 1.949059034153198170e-21
2.929687500000000000e-03 -1.314191665104944695e-21
3.417968750000000000e-03 -1.360663449246775643e-22
3.906250000000000000e-03 -3.465692461357083516e-22
4.394531250000000000e-03 -7.363640350450027052e-22
4.882812500000000000e-03 5.391556959968253123e-22
5.371093750000000000e-03 -4.050645573673225633e-22
5.859375000000000000e-03 -1.347633859895816475e-22
6.347656250000000000e-03 9.239160096780640396e-22
6.835937500000000000e-03 2.924281690046166523e-22
7.324218750000000000e-03 4.372974097786020312e-22
7.812500000000000000e-03 -8.025787586043937147e-23
8.300781250000000000e-03 3.878565838646371279e-22
8.789062500000000000e-03 -1.125055305702081216e-21
9.277343750000000000e-03 -8.497075362684343836e-22
9.765625000000000000e-03 -4.335009741076470327e-22
1.025390625000000000e-02 2.411902428062150843e-22
1.074218750000000000e-02 -2.998748070904273304e-22
1.123046875000000000e-02 -8.161956208344421205e-22
1.171875000000000000e-02 7.662112678643283569e-22
1.220703125000000000e-02 7.959825306764878414e-22
1.269531250000000000e-02 -7.693802326076574381e-22
1.318359375000000000e-02 5.673611835170463562e-22
1.367187500000000000e-02 2.077413336223054456e-22
1.416015625000000000e-02 -6.544837733815171585e-23
1.464843750000000000e-02 1.977797454617130325e-22
1.513671875000000000e-02 1.761321073558028090e-22
1.562500000000000000e-02 2.451934980045719933e-23
1.611328125000000000e-02 6.152398865377233101e-22
1.660156250000000000e-02 -3.074217501167637168e-22
1.708984375000000000e-02 -5.073900177741095660e-22
1.757812500000000000e-02 -1.088175877358651784e-22
1.806640625000000000e-02 1.772555125353322501e-22
1.855468750000000000e-02 1.039956814010831445e-21
1.904296875000000000e-02 6.977118173722239576e-22
1.953125000000000000e-02 7.198020910792628268e-23
2.001953125000000000e-02 6.778397866543367469e-22
2.050781250000000000e-02 1.267898629422443055e-21
2.099609375000000000e-02 -4.288056744903245471e-22
2.148437500000000000e-02 -1.237203748093355414e-21
2.197265625000000000e-02 5.813984221113644616e-22
2.246093750000000000e-02 -3.426786562886717815e-22
2.294921875000000000e-02 4.592098613410184878e-22
2.343750000000000000e-02 3.202830207173926345e-22
2.392578125000000000e-02 6.654305427676809159e-22
2.441406250000000000e-02 -7.439572692384714863e-22
2.490234375000000000e-02 1.602943797648200277e-21
2.539062500000000000e-02 3.948633447227764193e-22
2.587890625000000000e-02 7.687538138523215155e-22
2.636718750000000000e-02 -6.213666067939247604e-22
2.685546875000000000e-02 6.691163820124912476e-22
2.734375000000000000e-02 3.006450508365120537e-22
2.783203125000000000e-02 -7.423629577774768098e-22
2.832031250000000000e-02 -1.798753583756728853e-21
2.880859375000000000e-02 7.121673679670071602e-22
2.929687500000000000e-02 1.179159186824116835e-21
2.978515625000000000e-02 -1.572688724647224577e-21
3.027343750000000000e-02 -1.897139919824354804e-22
3.076171875000000000e-02 -3.166052986142169788e-22
3.125000000000000000e-02 7.482134233924842274e-22
3.173828125000000000e-02 5.565084621382591891e-22
3.222656250000000000e-02 5.054189517343465726e-22
3.271484375000000000e-02 9.854111986368992769e-22
3.320312500000000000e-02 1.417063005184124567e-21
3.369140625000000000e-02 -9.342095025859785874e-22
3.417968750000000000e-02 -7.088031525460514807e-22
3.466796875000000000e-02 7.662978222873613762e-22
3.515625000000000000e-02 1.314081372000475865e-22
3.564453125000000000e-02 2.600849388355522133e-22
3.613281250000000000e-02 1.604623343990434212e-21
3.662109375000000000e-02 5.057730998735148637e-22
3.710937500000000000e-02 -1.723546138390215341e-22
3.759765625000000000e-02 1.412775120732456160e-21
3.808593750000000000e-02 1.542868180805266848e-22
3.857421875000000000e-02 4.252174661706504770e-22
3.906250000000000000e-02 -3.981102736800790443e-22
3.955078125000000000e-02 1.324420557949551598e-22
4.003906250000000000e-02 5.029549350757887198e-22
4.052734375000000000e-02 -4.140694881377032680e-22
4.101562500000000000e-02 -4.543410212928904402e-23
4.150390625000000000e-02 -7.642454900662963084e-22
4.199218750000000000e-02 6.870862468711951049e-23
4.248046875000000000e-02 -5.811669594775490932e-22
4.296875000000000000e-02 7.095226303616050648e-22
4.345703125000000000e-02 -7.292403704723887741e-22
4.394531250000000000e-02 -6.482589037893040664e-22
4.443359375000000000e-02 -3.124198031994069140e-22
4.492187500000000000e-02 -5.100344991893377749e-22
4.541015625000000000e-02 -1.601518737783933812e-22
4.589843750000000000e-02 7.881231295743038769e-22
4.638671875000000000e-02 1.209363316559390766e-21
4.687500000000000000e-02 -8.271045850340482655e-22
4.736328125000000000e-02 1.523831149710883115e-22
4.785156250000000000e-02 3.924769947761377664e-22
4.833984375000000000e-02 -1.311052702379730423e-22
4.882812500000000000e-02 -6.340911019481583212e-22
4.931640625000000000e-02 1.229772248082059273e-21
4.980468750000000000e-02 -1.203094167402100131e-22
5.029296875000000000e-02 8.512959167370392108e-22
5.078125000000000000e-02 4.717400950969852892e-22
5.126953125000000000e-02 -3.375023507994381808e-22
5.175781250000000000e-02 -4.886712400310072931e-22
5.224609375000000000e-02 -1.283976921985094351e-21
5.273437500000000000e-02 -7.367864905408335544e-23
5.322265625000000000e-02 -1.714373342929323913e-21
5.371093750000000000e-02 -1.674012196372246748e-22
5.419921875000000000e-02 -5.038071562910874189e-23
5.468750000000000000e-02 1.017167631594520382e-21
5.517578125000000000e-02 2.282946887348711574e-22
5.566406250000000000e-02 3.862961495330929538e-22
5.615234375000000000e-02 -2.055634733703215579e-21
5.664062500000000000e-02 -8.468245672250199537e-23
5.712890625000000000e-02 -1.608342974045873952e-21
5.761718750000000000e-02 1.114283891269203839e-22
5.810546875000000000e-02 6.154751907432326938e-22
5.859375000000000000e-02 1.030068766522929481e-21
5.908203125000000000e-02 -7.167052277089769995e-22
5.957031250000000000e-02 -1.795544597602066506e-22
6.005859375000000000e-02 -3.880595510079088417e-22
6.054687500000000000e-02 -4.128951322115979862e-22
6.103515625000000000e-02 1.014942984455656451e-21
6.152343750000000000e-02 -4.462161326963941951e-22
6.201171875000000000e-02 -1.822342283980432466e-22
6.250000000000000000e-02 -2.136902693828240152e-22
6.298828125000000000e-02 -5.333480248840961964e-22
6.347656250000000000e-02 -1.126297105619197611e-21
6.396484375000000000e-02 -1.016803950354579268e-21
6.445312500000000000e-02 -2.556792758775183094e-22
6.494140625000000000e-02 4.839324804585956036e-22
6.542968750000000000e-02 9.493395815366979565e-22
6.591796875000000000e-02 -4.348813321442501025e-22
6.640625000000000000e-02 -6.419368037075704897e-22
6.689453125000000000e-02 6.878664126115970491e-23
6.738281250000000000e-02 -2.954509820645639761e-22
6.787109375000000000e-02 3.347951665789742796e-23
6.835937500000000000e-02 -2.995259710167690690e-22
6.884765625000000000e-02 1.106959274028805087e-22
6.933593750000000000e-02 -1.989182671579345628e-22
6.982421875000000000e-02 -8.196760021682324673e-22
7.031250000000000000e-02 -4.043592655461106536e-22
7.080078125000000000e-02 5.774115457036955783e-22
7.128906250000000000e-02 -8.323466954627689206e-23
7.177734375000000000e-02 3.481549871828013005e-23
